Reference Number,Stimulus,Exam,Question Pool,Tags,Option 1,Option 2,Option 3,Option 4,Correct Answer,ImageFileName,TagsToSyllabus,Section,Topic,Tag
2025-Full7968,You hold a Radio Club event where a Third Party lodges a claim for an injury. Your Insurance Company is likely to ask you for a copy of,2025 Full V1.6b,2025 Full V1.6b - Safety,A8F_6,the antenna element calculations.,the band plans used for the event.,your Ofcom Club Radio Licence.,the Risk Assessment for the event.,D,,8F6,Safety,Working mobile and portable,AS_4
2025-Full8124,Care should be taken when working on mains powered equipment because,2025 Full V1.6b,2025 Full V1.6b - Safety,A8A_1,lethal voltages may be exposed once the case is opened.,quantities of dust may be released when the cover is opened.,warm components could be exposed when the case is removed.,exposure to the air may cause malfunctions when the case is opened.,A,,8A1,Safety,Electricity,AS_1
2025-Full8125,A sensible safety precaution when working on live equipment is to ensure that,2025 Full V1.6b,2025 Full V1.6b - Safety,A8A_6,the work area is not too dirty,test lead insulation is not damaged,your cup of tea does not get too cold,the workbench is at the correct height,B,,8A6,Safety,Electricity,AS_1
2025-Full8044,What is the level of the second harmonic expressed in units of dBc?,2025 Full V1.6b,2025 Full V1.6b - Measurements and construction,A9A_9,Negative (-)44dBc,Negative (-)29dBc,Negative (-)35dBc,Negative (-)14dBc,D,2025-Full8044.png,9A9,Measurements and construction,Measurements,AMC_3
2025-Full8045,What is the level of the third harmonic expressed in units of dBc?,2025 Full V1.6b,2025 Full V1.6b - Measurements and construction,A9A_9,Negative (-)44dBc,Negative (-)40dBc,Negative (-)29dBc,Negative (-)25dBc,C,2025-Full8045.png,9A9,Measurements and construction,Measurements,AMC_3
2025-Full8046,"The RF noise extends across the spectrum as shown but may not be noticeable where there is a stronger signal. What, approximately, is the RF signal to noise ratio of the signal at 1.8MHz?",2025 Full V1.6b,2025 Full V1.6b - Measurements and construction,A9A_9,Negative (-)78dB,63dB,25dB,15dB,B,2025-Full8046.png,9A9,Measurements and construction,Measurements,AMC_3
2025-Full8047,A voltmeter comprises a microammeter and a series 'multiplier' resistor of 100kΩ. The reading between points A and C is 9V. Between A and B it is 3V and between B and C it is 3V. What are the two unknown components?,2025 Full V1.6b,2025 Full V1.6b - Measurements and construction,A9A_1,Both are 100kΩ resistors.,Component AB is a resistor and component BC is a 3V Zener diode.,Component AB is a 3V Zener diode and component BC is a resistor.,Both are 3V Zener diodes.,A,2025-Full8047.png,9A1,Measurements and construction,Measurements,AMC_1
2025-Full140,The power output of a piece of equipment is specified in Peak Envelope Power. What type of output is this?,2025 Full V1.6b,2025 Full V1.6b - Measurements and construction,A9A_5,The DC input power stage of an SSB transmitter,The AF power output of an SSB receiver,The RF power output of an SSB transmitter,The AF power to the transmitter modulator,C,,9A5,Measurements and construction,Measurements,AMC_2
2025-Full145,Peak envelope power (PEP) is the power,2025 Full V1.6b,2025 Full V1.6b - Measurements and construction,A9A_5,averaged over one audio cycle of maximum modulation,in the unmodulated carrier,over one RF cycle at the crest of the modulation,obtained by doubling the carrier power on SSB,C,,9A5,Measurements and construction,Measurements,AMC_2
2025-Full157,"An amateur band extends from 28.000MHz to 29.700MHz. To mark the edges of the band, a crystal calibrator needs to have a fundamental frequency of",2025 Full V1.6b,2025 Full V1.6b - Measurements and construction,A9A_6,200kHz,1MHz,100kHz,10MHz,C,,9A6,Measurements and construction,Measurements,AMC_3
2025-Full161,"Which ONE of the following would be used to check for the second and third harmonics, when using a transmitter which is set to a frequency of 14.150MHz?",2025 Full V1.6b,2025 Full V1.6b - Measurements and construction,A9A_6,An RF power meter,An SWR meter,An HF/VHF receiver,A digital frequency meter,C,,9A6,Measurements and construction,Measurements,AMC_3
2025-Full164,The accuracy of a digital frequency counter is determined by the,2025 Full V1.6b,2025 Full V1.6b - Measurements and construction,A9A_6,number of digits on the display,the internal crystal oscillator,strength of the signal being measured,depth of modulation of the signal,B,,9A6,Measurements and construction,Measurements,AMC_3
2025-Full167,To check the frequency of a transmitter in the 40m and 10m bands a crystal calibrator with a 1MHz crystal and switchable divide by 10 integrated circuit is better than one with just a 100kHz crystal because,2025 Full V1.6b,2025 Full V1.6b - Measurements and construction,A9A_6,the percentage frequency drift of the 1MHz crystal will be reduced by a factor of 10,it is more difficult to find the correct harmonic of a 100kHz,1MHz crystals are more readily available if a replacement is required,lower frequency crystals have a higher temperature coefficient,B,,9A6,Measurements and construction,Measurements,AMC_3
2025-Full171,An analogue meter with a Full Scale Deflection of 50µA can be converted to a voltmeter with a Full Scale Deflection of 5V by adding a,2025 Full V1.6b,2025 Full V1.6b - Measurements and construction,A9A_1,"shunt resistor in parallel, with value 1mΩ","shunt resistor in parallel, with value 100kΩ","multiplier resistor in series, with value 100kΩ","multiplier resistor in series, with value 1mΩ",C,,9A1,Measurements and construction,Measurements,AMC_1
2025-Full287,If the value of a capacitor is found to increase as the temperature of the circuit increases it is said to have,2025 Full V1.6b,2025 Full V1.6b - Measurements and construction,A9C_1,no temperature coefficient,a dynamic temperature coefficient,a positive temperature coefficient,a negative temperature coefficient,C,,9C1,Measurements and construction,Components,AMC_5
2025-Full288,A capacitor whose value decreases as temperature increases has a,2025 Full V1.6b,2025 Full V1.6b - Measurements and construction,A9C_1,a negative temperature coefficient,a dynamic temperature coefficient,a positive temperature coefficient,zero temperature coefficient,A,,9C1,Measurements and construction,Components,AMC_5
2025-Full290,A crystal is used inside a temperature controlled oven. The purpose of the oven is to,2025 Full V1.6b,2025 Full V1.6b - Measurements and construction,A9C_1,maintain the frequency stability,reduce the reverse bias current,cause the crystal to operate on a harmonic frequency,stabilise the turn-on voltage,A,,9C1,Measurements and construction,Components,AMC_5
2025-Full335,"A receiver is quoted as having a signal to noise ratio of 10dB with 0.2mV at its input. This is tested and a 0.2mV RF input signal modulated with a single tone gives, 1W of audio power at the loudspeaker, accompanied by an audio background noise of approximately",2025 Full V1.6b,2025 Full V1.6b - Measurements and construction,A9B_1,1W,100mW,0.2mV,10mW,B,,9B1,Measurements and construction,Decibels,AMC_4
2025-Full336,A long length of feeder is connected to a transmitter producing 100W. The loss in the feeder is 6dB. This is connected to antenna of gain 10dB. The effective radiated power (erp) is approximately,2025 Full V1.6b,2025 Full V1.6b - Measurements and construction,A9B_1,1000W,25W,104W,250W,D,,9B1,Measurements and construction,Decibels,AMC_4
2025-Full337,The unit dBm is often used to express power with respect to1mW; that is 0dBm=1mW. What power is 20dBm?,2025 Full V1.6b,2025 Full V1.6b - Measurements and construction,A9B_1,1000mW,100mW,1mW,10mW,B,,9B1,Measurements and construction,Decibels,AMC_4
2025-Full3424,A meter connected between point A and earth will indicate,2025 Full V1.6b,2025 Full V1.6b - Measurements and construction,A9A_7,Return Loss,Reverse Power,Standing Wave Ratio,Forward Power,D,2025-Full3424.svg,9A7,Measurements and construction,Measurements,AMC_3
2025-Full3576,An air cored inductor has a positive temperature coefficient of inductance. Capacitors can be obtained with either positive or negative temperature coefficients. The combined temperature coefficient of the capacitors in a tuned circuit should be,2025 Full V1.6b,2025 Full V1.6b - Measurements and construction,A9C_1,zero or as low as possible.,positive and numerically equal to that of the coil.,negative and numerically equal to that of the coil.,twice that of the coil to offset the effect of the coil.,C,,9C1,Measurements and construction,Components,AMC_5
2025-Full3590,The sensitivity of a receiver is being checked. The RF signal generator will only go down to 20µV so an attenuator giving 2µV is fitted. That is an attenuation of,2025 Full V1.6b,2025 Full V1.6b - Measurements and construction,A9B_1,10dB,18dB,20dB,2dB,C,,9B1,Measurements and construction,Decibels,AMC_4
